sample_index,y_true,dominant_agent,dominant_pathway,dominant_weight,top_minus_second_weight_margin,normalized_weight_entropy,LocalRegionalAgent_weight,MultiViewAgent_weight,BilateralAgent_weight,TemporalSpatialAgent_weight,MetadataAgent_weight,AdaptiveControlAgent_weight
12,0,TemporalSpatialAgent,Temporal-Spatial,0.22590932015999926,0.010168582066973797,0.9352407596935434,0.19742430813189316,0.21283605813680226,0.21574073809302546,0.22590932015999926,0.03126557709497622,0.11682399838330373
13,0,TemporalSpatialAgent,Temporal-Spatial,0.2271663807195109,0.014268457724397526,0.9342674395202443,0.19966949696720546,0.21289792299511337,0.2108581557176571,0.2271663807195109,0.02935449267235011,0.12005355092816314
14,0,TemporalSpatialAgent,Temporal-Spatial,0.2356948931950249,0.022741184305167222,0.9337183164768257,0.1931857254105657,0.2025374019738823,0.21295370888985768,0.2356948931950249,0.027415923333540815,0.12821234719712865
15,0,TemporalSpatialAgent,Temporal-Spatial,0.22807248242792644,0.008216618193495812,0.9334595434141871,0.19908406889244804,0.21985586423443063,0.20596039871431404,0.22807248242792644,0.029539466084213803,0.11748771964666702
16,0,TemporalSpatialAgent,Temporal-Spatial,0.2259052432175871,0.011753813885979486,0.9320618059562642,0.2028892256067615,0.2141514293316076,0.2137545502251585,0.2259052432175871,0.0289458078362151,0.1143537437826701
17,0,TemporalSpatialAgent,Temporal-Spatial,0.23129833551563506,0.01337184976372821,0.9321323841267265,0.20151530897366995,0.21792648575190685,0.20420049219323205,0.23129833551563506,0.028755127894964507,0.11630424967059162
18,0,TemporalSpatialAgent,Temporal-Spatial,0.2240715136189623,0.009159678095495088,0.9351703268819939,0.1954484628187566,0.2149118355234672,0.213060164579949,0.2240715136189623,0.029366642331483,0.1231413811273817
19,0,TemporalSpatialAgent,Temporal-Spatial,0.22810000456947743,0.014483038871797416,0.9358989715567059,0.19169679341305962,0.21361696569768002,0.21120296333076602,0.22810000456947743,0.029616261210783302,0.12576701177823363
20,0,TemporalSpatialAgent,Temporal-Spatial,0.22768189555660429,0.009894328541758701,0.9353981491052289,0.19846171613477415,0.21778756701484558,0.20258059736574627,0.22768189555660429,0.02947420376189221,0.12401402016613744
21,0,TemporalSpatialAgent,Temporal-Spatial,0.22774968567342624,0.010001593378578505,0.9337006924427352,0.20479622843966142,0.21774809229484773,0.19968922942887893,0.22774968567342624,0.028568538540335805,0.12144822562284982
22,0,TemporalSpatialAgent,Temporal-Spatial,0.2428135577881542,0.007929732050381222,0.9324124852205227,0.19383377789431536,0.23488382573777297,0.17342294023682966,0.2428135577881542,0.02975360685162231,0.12529229149130555
23,0,TemporalSpatialAgent,Temporal-Spatial,0.22566068299581513,0.0142755625671028,0.9352173551992792,0.20655865603445672,0.20927118966040592,0.21138512042871233,0.22566068299581513,0.031313821645863604,0.11581052923474631
24,0,TemporalSpatialAgent,Temporal-Spatial,0.2286065666822467,0.013337847878694908,0.9311681797006726,0.20222452400500907,0.21526871880355178,0.21115031322328828,0.2286065666822467,0.02819949506151781,0.11455038222438654
25,0,TemporalSpatialAgent,Temporal-Spatial,0.22552579294989172,0.010438490264314287,0.9370961671337852,0.20412670875849803,0.21508730268557744,0.20296485306156783,0.22552579294989172,0.03177720205459641,0.12051814048986852
26,0,TemporalSpatialAgent,Temporal-Spatial,0.2201707955728341,0.005853632269342407,0.9344259716228559,0.20407922965043998,0.2109981118546355,0.21431716330349168,0.2201707955728341,0.02874205826960161,0.12169264134899714
27,0,TemporalSpatialAgent,Temporal-Spatial,0.22604294636353175,0.009057069182254102,0.9360490456011791,0.20194898441417486,0.21698587718127765,0.20506551393710307,0.22604294636353175,0.031435831953453106,0.11852084615045953
28,0,TemporalSpatialAgent,Temporal-Spatial,0.2257267578520071,0.012604897199810228,0.934133392864351,0.2021646182232568,0.21312186065219688,0.2082782762195242,0.2257267578520071,0.028539595813574414,0.12216889123944055
29,0,TemporalSpatialAgent,Temporal-Spatial,0.226347917071204,0.011190097816438704,0.9333522791186859,0.1982673951826364,0.2151578192547653,0.2113439621967518,0.226347917071204,0.0284505793333293,0.1204323269613131
30,0,TemporalSpatialAgent,Temporal-Spatial,0.2278692850896172,0.014619442746903105,0.9343498540194999,0.20432164401059308,0.2132498423427141,0.20502319415237238,0.2278692850896172,0.029364708417688814,0.12017132598701455
31,0,TemporalSpatialAgent,Temporal-Spatial,0.2331455203671696,0.020836999970928388,0.9361634009723797,0.19501129195144,0.2123085203962412,0.201249918712206,0.2331455203671696,0.029197606594347,0.1290871419785961
32,0,TemporalSpatialAgent,Temporal-Spatial,0.22054755810754506,0.0029789697610924926,0.9344274048403176,0.20577261152370896,0.20594079494209025,0.21756858834645257,0.22054755810754506,0.028917103196586406,0.12125334388361683
33,0,TemporalSpatialAgent,Temporal-Spatial,0.2264915870097236,0.009406478436256416,0.930103743558124,0.2015651140652941,0.21578055071945487,0.2170851085734672,0.2264915870097236,0.028465457791697915,0.11061218184036235
34,0,TemporalSpatialAgent,Temporal-Spatial,0.2281967634519664,0.009611166453534131,0.9331562366011678,0.1944997979447789,0.21858559699843227,0.211428702864746,0.2281967634519664,0.029197087674728114,0.11809205106534845
35,0,TemporalSpatialAgent,Temporal-Spatial,0.22669740379952735,0.012888502590670009,0.9350965008377514,0.20191556708828445,0.21380890120885734,0.20961478780301376,0.22669740379952735,0.030952576091350707,0.11701076400896653
36,0,TemporalSpatialAgent,Temporal-Spatial,0.23104249738489707,0.0171015619484233,0.9303453567995439,0.19654370047960415,0.21394093543647377,0.21342992163680038,0.23104249738489707,0.02660006001912751,0.11844288504309713
37,0,TemporalSpatialAgent,Temporal-Spatial,0.22409044985555332,0.012661731460359121,0.9348287872216311,0.20324803649109377,0.2114287183951942,0.21008044685947722,0.22409044985555332,0.029114191313621814,0.12203815708505976
38,1,TemporalSpatialAgent,Temporal-Spatial,0.22589304886681863,0.010727239067496619,0.936326774369716,0.19074306322228632,0.2126221177173336,0.215165809799322,0.22589304886681863,0.03005447983715132,0.12552148055708828
39,0,TemporalSpatialAgent,Temporal-Spatial,0.2318340463276544,0.012497893493827211,0.9318364235370667,0.1936151625586558,0.21933615283382718,0.2088312988798149,0.2318340463276544,0.02819855238208761,0.11818478701796024
40,0,BilateralAgent,Bilateral,0.22461257391821884,0.0022615816331131022,0.9306932914732956,0.19256326958528625,0.21536404768699266,0.22461257391821884,0.22235099228510574,0.027089396637704707,0.11801971988669183
41,0,TemporalSpatialAgent,Temporal-Spatial,0.22164256035618268,0.0048975540365389925,0.9357305084084088,0.20247041746280725,0.20687942376551166,0.2167450063196437,0.22164256035618268,0.02983251927580591,0.12243007282004884
42,0,TemporalSpatialAgent,Temporal-Spatial,0.2287022647894855,0.01008211074253762,0.9293824575909193,0.20098888310480395,0.21862015404694787,0.21289862432100917,0.2287022647894855,0.02780250720380071,0.11098756653395284
43,0,TemporalSpatialAgent,Temporal-Spatial,0.22581156944971023,0.006440826652143822,0.9317601232234075,0.2015086777008034,0.2193707427975664,0.20933895812594952,0.22581156944971023,0.028394157348956818,0.11557589457701377
44,0,TemporalSpatialAgent,Temporal-Spatial,0.22552385799937796,0.011480934980663299,0.9353021581829978,0.20316821472974295,0.21404292301871466,0.20939282513079877,0.22552385799937796,0.031175043202985406,0.11669713591838032
45,0,TemporalSpatialAgent,Temporal-Spatial,0.21982798772157466,0.0052119535119299065,0.9372380802656273,0.20364826955633847,0.20953753781691276,0.21461603420964476,0.21982798772157466,0.031600433409267104,0.12076973728626222
46,0,TemporalSpatialAgent,Temporal-Spatial,0.22361261380083425,0.008341847114110401,0.9365019454052282,0.20316607670015246,0.20719490558141435,0.21527076668672385,0.22361261380083425,0.03147970953236021,0.11927592769851493
47,0,TemporalSpatialAgent,Temporal-Spatial,0.22623936150920537,0.004445167917717485,0.9310788419398385,0.18739849429009056,0.2161487674133659,0.2217941935914879,0.22623936150920537,0.02672613961378831,0.12169304358206204
48,0,TemporalSpatialAgent,Temporal-Spatial,0.22656095100335136,0.018266487788498514,0.9373419669854639,0.20565548907956185,0.20525936557701174,0.20829446321485284,0.22656095100335136,0.031262770178564804,0.12296696094665743
49,0,TemporalSpatialAgent,Temporal-Spatial,0.22510932682445714,0.01101934053411252,0.9332616074810902,0.2000113600621565,0.212062062173125,0.21408998629034462,0.22510932682445714,0.028260128132037016,0.12046713651787977
50,0,TemporalSpatialAgent,Temporal-Spatial,0.22250947932640658,0.01079823146118189,0.9348399678166067,0.20342201529560158,0.21127116798878517,0.2117112478652247,0.22250947932640658,0.02908575788725841,0.12200033163672364
51,0,TemporalSpatialAgent,Temporal-Spatial,0.22738297620403974,0.014688212852652177,0.9359013672824799,0.19712966163749146,0.21269476335138757,0.20965290439541065,0.22738297620403974,0.030096074465916407,0.12304361994575423
52,0,TemporalSpatialAgent,Temporal-Spatial,0.2212597304768448,0.007919248223712205,0.9361787181097383,0.2044943092497589,0.2133404822531326,0.2095900029843546,0.2212597304768448,0.0306470552333068,0.1206684198026023
53,0,BilateralAgent,Bilateral,0.2330952664169807,0.00012341408035021484,0.9351799234411534,0.20220222838492927,0.23297185233663048,0.2330952664169807,0.16825266234364875,0.02977772790110771,0.13370026261670315
54,1,TemporalSpatialAgent,Temporal-Spatial,0.2257320356749817,0.012821132029636334,0.9349393712443594,0.1988193319849326,0.21081078504334239,0.21291090364534537,0.2257320356749817,0.029260800142091013,0.12246614350930696
55,0,TemporalSpatialAgent,Temporal-Spatial,0.22875722903858195,0.01119394301689719,0.9322438290012853,0.19949755182822426,0.21756328602168476,0.20976783328138976,0.22875722903858195,0.029008169595415207,0.11540593023470412
56,0,TemporalSpatialAgent,Temporal-Spatial,0.2219925397333723,0.008945446152599484,0.9344829861288706,0.2029966658764507,0.2119393215497731,0.2130470935807728,0.2219925397333723,0.0290481740504829,0.120976205209148
57,0,TemporalSpatialAgent,Temporal-Spatial,0.22492520683702905,0.011864056271067402,0.9356674153535158,0.20623617134418495,0.20434331151975554,0.21306115056596164,0.22492520683702905,0.030121251818385406,0.12131290791468342
58,0,TemporalSpatialAgent,Temporal-Spatial,0.22155580152103205,0.00784852526659699,0.9352522157974753,0.20519548440371205,0.20726539367550226,0.21370727625443506,0.22155580152103205,0.029110667813658408,0.12316537633166012
59,1,TemporalSpatialAgent,Temporal-Spatial,0.22313331575312445,0.011305422459379294,0.9352757412151154,0.20146435525903095,0.21145830525978035,0.21182789329374516,0.22313331575312445,0.029319997438415808,0.12279613299590322
60,0,TemporalSpatialAgent,Temporal-Spatial,0.22673445677183804,0.014558638725327422,0.9339235356619925,0.20081271556951844,0.21217581804651062,0.21150883113816182,0.22673445677183804,0.029106247364875205,0.11966193110909581
61,0,TemporalSpatialAgent,Temporal-Spatial,0.22471822959219906,0.009289175030614105,0.9356673594438547,0.19402241453167154,0.21256315756578265,0.21542905456158495,0.22471822959219906,0.029817055079139607,0.12345008866962223
62,0,TemporalSpatialAgent,Temporal-Spatial,0.22661841099094543,0.011681979045140511,0.9342083671145308,0.2008967047639516,0.21493643194580492,0.2089890029898141,0.22661841099094543,0.029576076510729417,0.11898337279875457
63,0,TemporalSpatialAgent,Temporal-Spatial,0.2278479151416855,0.012626234239258627,0.9352494861315961,0.2045301519552627,0.21522168090242688,0.20134736401136918,0.2278479151416855,0.030023955125205413,0.12102893286405035
64,0,BilateralAgent,Bilateral,0.22214183879337368,0.003226019769562688,0.9355919761558029,0.2009994780454896,0.20556672464667777,0.22214183879337368,0.218915819023811,0.02974799332466841,0.12262814616597964
65,1,TemporalSpatialAgent,Temporal-Spatial,0.24357913530609948,0.017135638143365606,0.9322953533314515,0.19736854667523937,0.22644349716273388,0.17664153366951846,0.24357913530609948,0.02826408971264271,0.12770319747376616
66,0,TemporalSpatialAgent,Temporal-Spatial,0.22974723805402794,0.015354929742840723,0.9319898777799392,0.1982706201039249,0.21439230831118722,0.2119852419088374,0.22974723805402794,0.028235540961440816,0.11736905066058177
67,0,TemporalSpatialAgent,Temporal-Spatial,0.2189373885764999,0.0029635348054007915,0.9371261359428341,0.20275458208694658,0.2159738537710991,0.2090038470450367,0.2189373885764999,0.03108401178206751,0.12224631673835035
68,0,TemporalSpatialAgent,Temporal-Spatial,0.22780447192752448,0.017613740451355192,0.9353532843781895,0.20239948837785496,0.2101907314761693,0.20743552900396206,0.22780447192752448,0.02960616840397991,0.12256361081050934
69,0,TemporalSpatialAgent,Temporal-Spatial,0.23433657105624467,0.01909463821311841,0.9347908326555644,0.20706421703889205,0.21524193284312626,0.19134561738479436,0.23433657105624467,0.029950679935329006,0.12206098174161373
70,0,TemporalSpatialAgent,Temporal-Spatial,0.22392889308767358,0.011027698603875702,0.9341785026397458,0.20413096907858475,0.20917259422269588,0.21290119448379788,0.22392889308767358,0.02877775570611121,0.12108859342113684
71,0,TemporalSpatialAgent,Temporal-Spatial,0.222855427923776,0.010698983461659817,0.9375938773677015,0.19459381943650594,0.21055077772323538,0.21215644446211618,0.222855427923776,0.02974510062825831,0.13009842982610825
72,0,TemporalSpatialAgent,Temporal-Spatial,0.23715014352018385,0.013280678187384404,0.9355731452291569,0.18020932719182595,0.22386946533279944,0.19917174749293115,0.23715014352018385,0.029851537551373108,0.12974777891088657
73,0,TemporalSpatialAgent,Temporal-Spatial,0.22889208024363955,0.012359844040187501,0.9364924077488139,0.18874050679004126,0.21653223620345205,0.21388240048386514,0.22889208024363955,0.032050017385613014,0.11990275889338912
74,0,TemporalSpatialAgent,Temporal-Spatial,0.22178213819386478,0.001468257298521597,0.9360720069624195,0.19576484514497786,0.209357115621723,0.22031388089534318,0.22178213819386478,0.03041449316241211,0.12236752698167914
75,1,TemporalSpatialAgent,Temporal-Spatial,0.23419241261419382,0.008313899642323486,0.9347530314365355,0.19849161004413562,0.22587851297187034,0.18571877707206702,0.23419241261419382,0.029527682799006104,0.12619100449872714
76,0,TemporalSpatialAgent,Temporal-Spatial,0.22679335634159128,0.010433775502818599,0.9360543881758591,0.19288237427291247,0.21635958083877269,0.20780102504654527,0.22679335634159128,0.02944080367932191,0.12672285982085646
77,0,TemporalSpatialAgent,Temporal-Spatial,0.22742805861757787,0.008108745455277316,0.9339362271586374,0.19379801043218595,0.21931931316230055,0.20745189292280874,0.22742805861757787,0.028379239280536806,0.12362348558459013
78,0,TemporalSpatialAgent,Temporal-Spatial,0.2282502229877876,0.011339241732977429,0.9317454241678238,0.19968614835904977,0.21691098125481018,0.2106777786659665,0.2282502229877876,0.028290249927403713,0.11618461880498225
79,1,MultiViewAgent,Multi-View,0.2700980100677242,0.023261872183385823,0.9345224530857853,0.2468361378843384,0.2700980100677242,0.17041045857426515,0.14473670327809365,0.042177131537976614,0.12574155865760206
80,0,TemporalSpatialAgent,Temporal-Spatial,0.24382825750758216,0.009086167873081918,0.9341071721369518,0.17819344987210112,0.23474208963450025,0.18111277706875112,0.24382825750758216,0.029961245628916305,0.13216218028814902
81,0,BilateralAgent,Bilateral,0.2911500807127626,0.0174668416081441,0.8988528968597125,0.17925292276728524,0.2736832391046185,0.2911500807127626,0.14476126531338895,0.02973037278678411,0.08142211931516062
82,1,TemporalSpatialAgent,Temporal-Spatial,0.22843447967016045,0.010081278175838426,0.9367477121954397,0.2012074016474663,0.21835320149432202,0.1977232090162129,0.22843447967016045,0.031021263725902217,0.12326044444593617
83,0,TemporalSpatialAgent,Temporal-Spatial,0.22301616548032044,0.007621588614293906,0.9365122996411267,0.19693580105334013,0.21539457686602653,0.21345438841944653,0.22301616548032044,0.031514957745533305,0.11968411043533311
84,0,TemporalSpatialAgent,Temporal-Spatial,0.22855372060906115,0.016959107956203784,0.9365725498972826,0.20678400044154865,0.21159461265285737,0.19750317355287064,0.22855372060906115,0.030107457217216107,0.12545703552644602
85,0,TemporalSpatialAgent,Temporal-Spatial,0.22605234560507315,0.009499922540371186,0.9336282141485683,0.20146265450625145,0.21655242306470196,0.20774542208813884,0.22605234560507315,0.02897621647017601,0.11921093826565873
86,0,TemporalSpatialAgent,Temporal-Spatial,0.22618312765882323,0.014726753983048818,0.933780837716185,0.2055536836281778,0.2114563736757744,0.2084289329091642,0.22618312765882323,0.028936953138300518,0.11944092898975987
87,0,TemporalSpatialAgent,Temporal-Spatial,0.2579921407326151,0.016144366678448124,0.9242304745517289,0.20448687147515507,0.241847774054167,0.12040441047498814,0.2579921407326151,0.02892028634191501,0.14634851692115974
88,0,TemporalSpatialAgent,Temporal-Spatial,0.22805529159287125,0.015133379836423322,0.9327773215237729,0.20334384837313743,0.21292191175644792,0.20991655881916263,0.22805529159287125,0.028881051123560708,0.11688133833481983
89,1,TemporalSpatialAgent,Temporal-Spatial,0.23008151475724264,0.01445607437505439,0.9322472047039181,0.19974117070494876,0.21562544038218825,0.21140081813119016,0.23008151475724264,0.029611387007858606,0.11353966901657163
90,0,TemporalSpatialAgent,Temporal-Spatial,0.22726370267297152,0.010071597808123833,0.9315073981758443,0.2012767715662042,0.2171921048648477,0.2064266570274708,0.22726370267297152,0.026609095229778612,0.12123166863872716
91,0,TemporalSpatialAgent,Temporal-Spatial,0.2312314356084065,0.0115198609748971,0.9338653535357463,0.1936134324217389,0.2197115746335094,0.2053010865202917,0.2312314356084065,0.029267982068205516,0.12087448874784816
92,0,TemporalSpatialAgent,Temporal-Spatial,0.2261650349230494,0.006457480247817088,0.9332572975597643,0.19831640276897788,0.2197075546752323,0.20838972685220838,0.2261650349230494,0.029011025957837912,0.11841025482269416
93,1,TemporalSpatialAgent,Temporal-Spatial,0.22221371027505898,0.008516175320236297,0.9329755824193662,0.20385752330351486,0.21337113399912588,0.2136975349548227,0.22221371027505898,0.02841117081081641,0.11844892665666124
94,0,MultiViewAgent,Multi-View,0.22313112652309647,0.0067466597588674015,0.9371250456209169,0.19042016754579746,0.22313112652309647,0.21508197217792654,0.21638446676422907,0.031241076398051206,0.12374119059089933
95,0,TemporalSpatialAgent,Temporal-Spatial,0.22839055539353506,0.006853966531691097,0.9357262662475238,0.20240160595093296,0.22153658886184396,0.19523240795234786,0.22839055539353506,0.030604220559493907,0.12183462128184633
96,0,TemporalSpatialAgent,Temporal-Spatial,0.23299304465686266,0.01434619758350611,0.9334369789477991,0.20157139216670816,0.19933616389308514,0.21864684707335655,0.23299304465686266,0.029712695633599906,0.11773985657638752
97,0,TemporalSpatialAgent,Temporal-Spatial,0.22866051078154526,0.006810813073009209,0.9370195601296574,0.19884760509271185,0.22184969770853605,0.19568836406100426,0.22866051078154526,0.03142949477303981,0.12352432758316283
98,0,TemporalSpatialAgent,Temporal-Spatial,0.2272048836760509,0.00973783130561312,0.9330864727139638,0.19709010299720428,0.2121685663950744,0.21746705237043779,0.2272048836760509,0.029404021045615614,0.11666537351561705
99,0,TemporalSpatialAgent,Temporal-Spatial,0.22277210762977173,0.008520664037956704,0.9342244478480344,0.20126144575195024,0.21425144359181503,0.21169074690114942,0.22277210762977173,0.028815145782544405,0.12120911034276921
100,1,BilateralAgent,Bilateral,0.2168632378460744,0.0015712374036478127,0.9348575243992748,0.20282965150057547,0.21529200044242658,0.2168632378460744,0.21446890825019507,0.029221528414756615,0.12132467354597196
101,0,TemporalSpatialAgent,Temporal-Spatial,0.22579158361077367,0.00913679976678658,0.9327096879310263,0.20145881648120745,0.2166547838439871,0.21091752794378488,0.22579158361077367,0.02902730309078951,0.11614998502945745
102,0,TemporalSpatialAgent,Temporal-Spatial,0.21770509401362725,0.003434457472984598,0.9373424420837801,0.20155085764803465,0.21427063654064266,0.20830323535573145,0.21770509401362725,0.02957226064098061,0.12859791580098343
103,0,TemporalSpatialAgent,Temporal-Spatial,0.224257505791225,0.009368562148413195,0.9387279500296346,0.1965801662001961,0.205715489984615,0.2148889436428118,0.224257505791225,0.0316291355200282,0.1269287588611238
104,0,TemporalSpatialAgent,Temporal-Spatial,0.23550608554157437,0.012867182659929394,0.9327684492015265,0.18539119325879466,0.22263890288164498,0.19888563273460247,0.23550608554157437,0.02656371313386411,0.13101447244951944
105,0,BilateralAgent,Bilateral,0.24681775243127008,0.036782366588194004,0.9394422050454475,0.21003538584307607,0.14291720359923005,0.24681775243127008,0.20798405172302725,0.03324227674468171,0.15900332965871486
106,0,TemporalSpatialAgent,Temporal-Spatial,0.22341427594612148,0.008578178277673293,0.9346104410675965,0.19942402942868465,0.2148360976684482,0.2131447341872056,0.22341427594612148,0.02974619940232311,0.11943466336721704
107,0,TemporalSpatialAgent,Temporal-Spatial,0.22144111655673798,0.007983445275087209,0.932740094029408,0.20149759528638445,0.2127929200928975,0.21345767128165077,0.22144111655673798,0.026682856926877812,0.12412783985545155
108,0,TemporalSpatialAgent,Temporal-Spatial,0.22363771457950732,0.004532226446421511,0.935430902023846,0.19456467635138827,0.21182713886132468,0.2191054881330858,0.22363771457950732,0.030451589073345213,0.12041339300134876
109,0,TemporalSpatialAgent,Temporal-Spatial,0.23075385951811656,0.011802311527785297,0.9347866948890826,0.19177445877539243,0.21895154799033126,0.20545433536895572,0.23075385951811656,0.029370334191379407,0.12369546415582462
110,0,TemporalSpatialAgent,Temporal-Spatial,0.22390577098409692,0.009171379987279987,0.9341289669138148,0.19949634898355473,0.21342053510187672,0.21473439099681693,0.22390577098409692,0.029447862385841805,0.11899509154781282
111,0,TemporalSpatialAgent,Temporal-Spatial,0.22096295167981117,0.0025827071287594927,0.9349353163939409,0.20695589402475464,0.20248215715206297,0.21838024455105168,0.22096295167981117,0.02924171576400621,0.12197703682831335
112,0,TemporalSpatialAgent,Temporal-Spatial,0.23312327652285306,0.01782103089735651,0.9351048206864566,0.19321347081698576,0.21530224562549655,0.20552061179026926,0.23312327652285306,0.02984471250387531,0.12299568274052003
113,0,TemporalSpatialAgent,Temporal-Spatial,0.2169532078032617,0.0011121727836977124,0.938476055466521,0.20915482254998358,0.20229788304115445,0.21584103501956398,0.2169532078032617,0.03186327365754131,0.12388977792849504
114,0,TemporalSpatialAgent,Temporal-Spatial,0.2278698816146858,0.011248130458709399,0.9319107159830199,0.19881532026562637,0.2166217511559764,0.20722302713266058,0.2278698816146858,0.026593462051068512,0.12287655777998245
115,0,TemporalSpatialAgent,Temporal-Spatial,0.2235263663262934,0.01045344519246913,0.9342018750041392,0.20180244557980417,0.21307292113382428,0.21113492405430598,0.2235263663262934,0.028620238659059313,0.12184310424671285
116,0,TemporalSpatialAgent,Temporal-Spatial,0.2226571203904727,0.0095320483881563,0.9342437675500819,0.20198896821567747,0.21281465229609317,0.2131250720023164,0.2226571203904727,0.02904467411187161,0.12036951298356874
117,0,BilateralAgent,Bilateral,0.26559266072013105,0.0310150436479337,0.9339972433996399,0.15982991133160881,0.17573923338096653,0.26559266072013105,0.23457761707219735,0.03563114527600251,0.12862943221909373
118,0,BilateralAgent,Bilateral,0.23107687637189123,0.016955832875772986,0.9377602181205666,0.18769691592948473,0.20847099600400462,0.23107687637189123,0.21412104349611824,0.03128124048550691,0.12735292771299422
119,0,TemporalSpatialAgent,Temporal-Spatial,0.22404918790675338,0.010465650096963985,0.9341615248687051,0.20411827289112386,0.2135835378097894,0.21040475934153258,0.22404918790675338,0.02957406094326541,0.11827018110753534
120,0,TemporalSpatialAgent,Temporal-Spatial,0.228561079785281,0.008734221315343182,0.9341033242142731,0.20685039466658747,0.21982685846993782,0.19376816076593267,0.228561079785281,0.029044975136995815,0.12194853117526516
121,1,TemporalSpatialAgent,Temporal-Spatial,0.22486871458038438,0.008995428470417705,0.9330532042200914,0.19963856102514155,0.21269128180977037,0.21587328610996667,0.22486871458038438,0.02874508528816551,0.11818307118657154
122,0,TemporalSpatialAgent,Temporal-Spatial,0.2284594925127393,0.015761898601432622,0.9325529395012654,0.2012737899117146,0.2115019986401587,0.2126975939113067,0.2284594925127393,0.0285493910420251,0.1175177339820555
123,0,TemporalSpatialAgent,Temporal-Spatial,0.22383176990104336,0.008548614215919209,0.9341213257374147,0.19989052653407585,0.21528315568512416,0.21117182577908544,0.22383176990104336,0.02886663019147811,0.12095609190919313
124,1,BilateralAgent,Bilateral,0.2559941454968289,0.01190834853485101,0.9169277681391163,0.11068618236375606,0.2302543581925929,0.2559941454968289,0.2440857969619779,0.029150789778506315,0.12982872720633806
125,1,TemporalSpatialAgent,Temporal-Spatial,0.24403662599962606,0.008581911761978395,0.9325524362926032,0.18361247398771222,0.23545471423764766,0.17973549625827293,0.24403662599962606,0.029357205808453007,0.12780348370828803
126,0,TemporalSpatialAgent,Temporal-Spatial,0.21784307646430343,0.001431240705269593,0.9323573066838415,0.20478589189670532,0.21194962795506483,0.21641183575903383,0.21784307646430343,0.026724071078637703,0.12228549684625481
127,0,TemporalSpatialAgent,Temporal-Spatial,0.2268826425603327,0.011537156426311507,0.9343204103209841,0.19227334718041136,0.21534548613402119,0.21440474271928647,0.2268826425603327,0.02917600864744381,0.12191777275850454
128,0,TemporalSpatialAgent,Temporal-Spatial,0.22293279373261626,0.006196774277829997,0.9319743557306298,0.19912387362410186,0.21673601945478627,0.21342379834302405,0.22293279373261626,0.027042480624231806,0.12074103422123954
